data,conta,account_id,campaign_id,campaign_name,adset_id,adset_name,gasto,impressoes,alcance,frequencia,cpm,cliques_link,ctr_link,ctr_todos,cpc_link,conversas,custo_conversa,status_atual,orcamento_diario_atual
2026-07-25,C 01,1558358552479442,120247566662260278,[E4] [MKUKER] [AFS] [F3] [BOITUMELO SEABI] [FREYA BARROS],120247566708300278,[AFS] [F3] [BOITUMELO SEABI] V6,0.45,161,161,1,2.8,7,4.3478,11.8012,0.0643,10,0.045,PAUSED,1
2026-07-25,c 02,1016004138069912,120253057329110281,[E2] [MKUKER] [AFS] [F3] [KHANYISA MTHEMBU] [LARISSA GOMES],120253057408300281,[AFS] [F3] [KHANYISA MTHEMBU] V6,0,0,0,0,,0,,,,0,,CAMPAIGN_PAUSED,1
2026-07-25,c 02,1016004138069912,120253057478930281,[E2] [MKUKER] [AFS] [F3] [SIBONGILE MOLEFE] [LARISSA GOMES],120253057510640281,[AFS] [F3] [SIBONGILE MOLEFE] V2,0,0,0,0,,0,,,,0,,CAMPAIGN_PAUSED,1
2026-07-25,c 02,1016004138069912,120253060095080281,E4[MKUKER] [AFS_RELA_EN_BOT_0003] [NOSIHLE],120253060094700281,[AFS_RELA_EN_BOT_0003] [NOSIHLE] V1,0,0,0,0,,0,,,,0,,CAMPAIGN_PAUSED,1
2026-07-25,c 02,1016004138069912,120253079044410281,[E5] [MKUKER] [AFS] [F3] [ZOLA OKAFOR] [TATIANE RIBEIRO],120253079044420281,[AFS] [F3] [ZOLA OKAFOR] V1,0.84,678,658,1.0304,1.24,41,6.0472,7.2271,0.0205,36,0.0233,PAUSED,1
2026-07-25,c 02,1016004138069912,120253079044410281,[E5] [MKUKER] [AFS] [F3] [ZOLA OKAFOR] [TATIANE RIBEIRO],120253079114620281,[AFS] [F3] [ZOLA OKAFOR] V2,0.73,453,436,1.039,1.61,40,8.83,11.6998,0.0182,38,0.0192,PAUSED,1
2026-07-25,c 02,1016004138069912,120253079044410281,[E5] [MKUKER] [AFS] [F3] [ZOLA OKAFOR] [TATIANE RIBEIRO],120253079117950281,[AFS] [F3] [ZOLA OKAFOR] V3,0.78,384,374,1.0267,2.03,33,8.5938,8.5938,0.0236,38,0.0205,PAUSED,1
2026-07-25,c 02,1016004138069912,120253079044410281,[E5] [MKUKER] [AFS] [F3] [ZOLA OKAFOR] [TATIANE RIBEIRO],120253079128080281,[AFS] [F3] [ZOLA OKAFOR] V5,0.7,377,377,1,1.86,45,11.9363,13.2626,0.0156,36,0.0194,PAUSED,1
2026-07-25,c 02,1016004138069912,120253079044410281,[E5] [MKUKER] [AFS] [F3] [ZOLA OKAFOR] [TATIANE RIBEIRO],120253079132510281,[AFS] [F3] [ZOLA OKAFOR] V6,1.25,602,596,1.0101,2.08,46,7.6412,11.794,0.0272,54,0.0231,PAUSED,1
2026-07-25,c 02,1016004138069912,120253082530810281,[E3] [MKUKER] [AFS] [F3] [NOSIZWE HLONGWANE] [BRUNA ALVEZ],120253082530860281,[AFS] [F3] [NOSIZWE HLONGWANE] V1,0.74,279,277,1.0072,2.65,23,8.2437,12.1864,0.0322,35,0.0211,PAUSED,1
2026-07-25,c 02,1016004138069912,120253082530810281,[E3] [MKUKER] [AFS] [F3] [NOSIZWE HLONGWANE] [BRUNA ALVEZ],120253082684680281,[AFS] [F3] [NOSIZWE HLONGWANE] V2,0.71,297,297,1,2.39,20,6.734,11.4478,0.0355,36,0.0197,PAUSED,1
2026-07-25,c 02,1016004138069912,120253082530810281,[E3] [MKUKER] [AFS] [F3] [NOSIZWE HLONGWANE] [BRUNA ALVEZ],120253082723400281,[AFS] [F3] [NOSIZWE HLONGWANE] V3,1.23,980,979,1.001,1.26,61,6.2245,8.2653,0.0202,73,0.0168,CAMPAIGN_PAUSED,1
2026-07-25,c 02,1016004138069912,120253082530810281,[E3] [MKUKER] [AFS] [F3] [NOSIZWE HLONGWANE] [BRUNA ALVEZ],120253082732550281,[AFS] [F3] [NOSIZWE HLONGWANE] V4,0.6,289,288,1.0035,2.08,25,8.6505,12.8028,0.024,38,0.0158,PAUSED,1
2026-07-25,c 02,1016004138069912,120253082530810281,[E3] [MKUKER] [AFS] [F3] [NOSIZWE HLONGWANE] [BRUNA ALVEZ],120253082737930281,[AFS] [F3] [NOSIZWE HLONGWANE] V5,1.2,612,608,1.0066,1.96,31,5.0654,6.8627,0.0387,31,0.0387,CAMPAIGN_PAUSED,1
2026-07-25,c 02,1016004138069912,120253082530810281,[E3] [MKUKER] [AFS] [F3] [NOSIZWE HLONGWANE] [BRUNA ALVEZ],120253082741790281,[AFS] [F3] [NOSIZWE HLONGWANE] V6,0.63,447,444,1.0068,1.41,27,6.0403,7.6063,0.0233,47,0.0134,PAUSED,1
2026-07-25,c 02,1016004138069912,120253082817170281,[E4] [MKUKER] [AFS] [F3] [ZANELE DUDE] [FREYA BARROS],120253082817280281,[AFS] [F3] [ZANELE DUDE] V1,1.24,1100,1063,1.0348,1.13,79,7.1818,8.4545,0.0157,90,0.0138,CAMPAIGN_PAUSED,1
2026-07-25,c 02,1016004138069912,120253082817170281,[E4] [MKUKER] [AFS] [F3] [ZANELE DUDE] [FREYA BARROS],120253082840560281,[AFS] [F3] [ZANELE DUDE]  V2,0.69,331,327,1.0122,2.08,17,5.136,8.7613,0.0406,28,0.0246,PAUSED,1
2026-07-25,c 02,1016004138069912,120253082817170281,[E4] [MKUKER] [AFS] [F3] [ZANELE DUDE] [FREYA BARROS],120253082846410281,[AFS] [F3] [ZANELE DUDE]  V3,0.74,238,235,1.0128,3.11,23,9.6639,11.7647,0.0322,19,0.0389,PAUSED,1
2026-07-25,c 02,1016004138069912,120253082817170281,[E4] [MKUKER] [AFS] [F3] [ZANELE DUDE] [FREYA BARROS],120253082849840281,[AFS] [F3] [ZANELE DUDE]  V4,0.65,398,389,1.0231,1.63,16,4.0201,4.7739,0.0406,28,0.0232,PAUSED,1
2026-07-25,c 02,1016004138069912,120253082817170281,[E4] [MKUKER] [AFS] [F3] [ZANELE DUDE] [FREYA BARROS],120253082852390281,[AFS] [F3] [ZANELE DUDE] V5,0.63,358,356,1.0056,1.76,38,10.6145,16.4804,0.0166,39,0.0162,PAUSED,1
2026-07-25,c 02,1016004138069912,120253082817170281,[E4] [MKUKER] [AFS] [F3] [ZANELE DUDE] [FREYA BARROS],120253082855810281,[AFS] [F3] [ZANELE DUDE] V6,0.58,320,312,1.0256,1.81,28,8.75,11.5625,0.0207,33,0.0176,PAUSED,1
2026-07-25,c 02,1016004138069912,120253101068990281,[E2] [MKUKER] [AFS] [F3] [NOMPUMELELO DUDE] [LARISSA GOMES],120253101093050281,[AFS] [F3] [NOMPUMELELO DUDE] V4,0,0,0,0,,0,,,,0,,CAMPAIGN_PAUSED,1
2026-07-25,c 02,1016004138069912,120253101270850281,[E3] [MKUKER] [AFS] [F3] [SINDISIWE XABA] [BRUNA ALVEZ],120253101270940281,[AFS] [F3] [SINDISIWE XABA] V1,0.59,394,389,1.0129,1.5,35,8.8832,14.467,0.0169,45,0.0131,PAUSED,1
2026-07-25,c 02,1016004138069912,120253101270850281,[E3] [MKUKER] [AFS] [F3] [SINDISIWE XABA] [BRUNA ALVEZ],120253101284450281,[AFS] [F3] [SINDISIWE XABA] V2,1.06,879,863,1.0185,1.21,107,12.1729,18.6576,0.0099,112,0.0095,PAUSED,1
2026-07-25,c 02,1016004138069912,120253101270850281,[E3] [MKUKER] [AFS] [F3] [SINDISIWE XABA] [BRUNA ALVEZ],120253101286320281,[AFS] [F3] [SINDISIWE XABA] V3,0.75,291,284,1.0246,2.58,15,5.1546,8.5911,0.05,26,0.0288,PAUSED,1
2026-07-25,c 02,1016004138069912,120253101270850281,[E3] [MKUKER] [AFS] [F3] [SINDISIWE XABA] [BRUNA ALVEZ],120253101288330281,[AFS] [F3] [SINDISIWE XABA] V4,1.13,694,687,1.0102,1.63,87,12.536,14.8415,0.013,55,0.0205,CAMPAIGN_PAUSED,1
2026-07-25,c 02,1016004138069912,120253101270850281,[E3] [MKUKER] [AFS] [F3] [SINDISIWE XABA] [BRUNA ALVEZ],120253101296180281,[AFS] [F3] [SINDISIWE XABA] V6,0.73,321,313,1.0256,2.27,19,5.919,8.7227,0.0384,24,0.0304,PAUSED,1
2026-07-25,c 02,1016004138069912,120253101302970281,[E3] [MKUKER] [AFS] [F3] [AYANDA ZULU] [BRUNA ALVEZ],120253101303050281,[AFS] [F3] [AYANDA ZULU]  V1,1.14,684,672,1.0179,1.67,51,7.4561,8.1871,0.0224,69,0.0165,CAMPAIGN_PAUSED,1
2026-07-25,c 02,1016004138069912,120253101302970281,[E3] [MKUKER] [AFS] [F3] [AYANDA ZULU] [BRUNA ALVEZ],120253101316180281,[AFS] [F3] [AYANDA ZULU] V2,0.59,366,366,1,1.61,34,9.2896,12.0219,0.0174,51,0.0116,PAUSED,1
2026-07-25,c 02,1016004138069912,120253101302970281,[E3] [MKUKER] [AFS] [F3] [AYANDA ZULU] [BRUNA ALVEZ],120253101319060281,[AFS] [F3] [AYANDA ZULU]  V3,0.61,260,257,1.0117,2.35,7,2.6923,7.6923,0.0871,28,0.0218,PAUSED,1
2026-07-25,c 02,1016004138069912,120253101302970281,[E3] [MKUKER] [AFS] [F3] [AYANDA ZULU] [BRUNA ALVEZ],120253101321190281,[AFS] [F3] [AYANDA ZULU]  V4,0.98,630,630,1,1.56,79,12.5397,16.8254,0.0124,63,0.0156,CAMPAIGN_PAUSED,1
2026-07-25,c 02,1016004138069912,120253101302970281,[E3] [MKUKER] [AFS] [F3] [AYANDA ZULU] [BRUNA ALVEZ],120253101322290281,[AFS] [F3] [AYANDA ZULU]  V5,1.21,537,537,1,2.25,33,6.1453,7.8212,0.0367,46,0.0263,PAUSED,1
2026-07-25,c 02,1016004138069912,120253101330870281,[E3] [MKUKER] [AFS] [F3] [TARIRO CHIKORE] [BRUNA ALVEZ],120253101330930281,[AFS] [F3] [TARIRO CHIKORE] V1,0.51,331,328,1.0091,1.54,82,24.7734,28.3988,0.0062,32,0.0159,PAUSED,1
2026-07-25,c 02,1016004138069912,120253101330870281,[E3] [MKUKER] [AFS] [F3] [TARIRO CHIKORE] [BRUNA ALVEZ],120253101343520281,[AFS] [F3] [TARIRO CHIKORE] V2,0.76,303,299,1.0134,2.51,36,11.8812,14.5215,0.0211,31,0.0245,PAUSED,1
2026-07-25,c 02,1016004138069912,120253101330870281,[E3] [MKUKER] [AFS] [F3] [TARIRO CHIKORE] [BRUNA ALVEZ],120253101346700281,[AFS] [F3] [TARIRO CHIKORE] V3,1.12,780,756,1.0317,1.44,94,12.0513,15.2564,0.0119,74,0.0151,CAMPAIGN_PAUSED,1
2026-07-25,c 02,1016004138069912,120253101330870281,[E3] [MKUKER] [AFS] [F3] [TARIRO CHIKORE] [BRUNA ALVEZ],120253101348250281,[AFS] [F3] [TARIRO CHIKORE] V4,0.57,341,341,1,1.67,57,16.7155,20.8211,0.01,30,0.019,PAUSED,1
2026-07-25,c 02,1016004138069912,120253101330870281,[E3] [MKUKER] [AFS] [F3] [TARIRO CHIKORE] [BRUNA ALVEZ],120253101349160281,[AFS] [F3] [TARIRO CHIKORE] V5,0.69,262,258,1.0155,2.63,17,6.4886,8.7786,0.0406,28,0.0246,PAUSED,1
2026-07-25,c 02,1016004138069912,120253101330870281,[E3] [MKUKER] [AFS] [F3] [TARIRO CHIKORE] [BRUNA ALVEZ],120253101349570281,[AFS] [F3] [TARIRO CHIKORE] V6,0.81,329,315,1.0444,2.46,11,3.3435,6.9909,0.0736,14,0.0579,PAUSED,1
2026-07-25,c 02,1016004138069912,120253136735780281,[E4] [MKUKER] [AFS] [F3] [BISOLA FASHOLA] [FREYA BARROS],120253136735850281,[AFS] [F3] [BISOLA FASHOLA] V1,0.62,284,283,1.0035,2.18,5,1.7606,4.5775,0.124,8,0.0775,CAMPAIGN_PAUSED,1
2026-07-25,c 02,1016004138069912,120253136735780281,[E4] [MKUKER] [AFS] [F3] [BISOLA FASHOLA] [FREYA BARROS],120253136853570281,[AFS] [F3] [BISOLA FASHOLA] V2,0.7,458,458,1,1.53,37,8.0786,9.607,0.0189,38,0.0184,CAMPAIGN_PAUSED,1
2026-07-25,c 02,1016004138069912,120253136735780281,[E4] [MKUKER] [AFS] [F3] [BISOLA FASHOLA] [FREYA BARROS],120253136864150281,[AFS] [F3] [BISOLA FASHOLA] V3,0.61,257,251,1.0239,2.37,11,4.2802,7.393,0.0555,10,0.061,CAMPAIGN_PAUSED,1
2026-07-25,c 02,1016004138069912,120253136735780281,[E4] [MKUKER] [AFS] [F3] [BISOLA FASHOLA] [FREYA BARROS],120253136874720281,[AFS] [F3] [BISOLA FASHOLA] V4,0.58,358,354,1.0113,1.62,47,13.1285,14.5251,0.0123,40,0.0145,CAMPAIGN_PAUSED,1
2026-07-25,c 02,1016004138069912,120253136735780281,[E4] [MKUKER] [AFS] [F3] [BISOLA FASHOLA] [FREYA BARROS],120253136880620281,[AFS] [F3] [BISOLA FASHOLA] V5,0.54,297,292,1.0171,1.82,21,7.0707,9.0909,0.0257,28,0.0193,CAMPAIGN_PAUSED,1
2026-07-25,c 02,1016004138069912,120253136735780281,[E4] [MKUKER] [AFS] [F3] [BISOLA FASHOLA] [FREYA BARROS],120253136890790281,[AFS] [F3] [BISOLA FASHOLA] V6,0.55,324,314,1.0318,1.7,35,10.8025,16.9753,0.0157,33,0.0167,CAMPAIGN_PAUSED,1
2026-07-25,c 02,1016004138069912,120253137096420281,[E4] [MKUKER] [AFS] [F3] [TEMILADE OGUNBIYI] [FREYA BARROS],120253137096490281,[AFS] [F3] [TEMILADE OGUNBIYI] V1,0.61,290,290,1,2.1,15,5.1724,7.931,0.0407,17,0.0359,CAMPAIGN_PAUSED,1
2026-07-25,c 02,1016004138069912,120253137096420281,[E4] [MKUKER] [AFS] [F3] [TEMILADE OGUNBIYI] [FREYA BARROS],120253137141160281,[AFS] [F3] [TEMILADE OGUNBIYI] V2,0.57,316,310,1.0194,1.8,39,12.3418,14.2405,0.0146,35,0.0163,CAMPAIGN_PAUSED,1
2026-07-25,c 02,1016004138069912,120253137096420281,[E4] [MKUKER] [AFS] [F3] [TEMILADE OGUNBIYI] [FREYA BARROS],120253137147810281,[AFS] [F3] [TEMILADE OGUNBIYI] V3,0.58,270,270,1,2.15,17,6.2963,7.4074,0.0341,24,0.0242,CAMPAIGN_PAUSED,1
2026-07-25,c 02,1016004138069912,120253137096420281,[E4] [MKUKER] [AFS] [F3] [TEMILADE OGUNBIYI] [FREYA BARROS],120253137153070281,[AFS] [F3] [TEMILADE OGUNBIYI] V4,0.59,340,335,1.0149,1.74,13,3.8235,3.8235,0.0454,12,0.0492,CAMPAIGN_PAUSED,1
2026-07-25,c 02,1016004138069912,120253137096420281,[E4] [MKUKER] [AFS] [F3] [TEMILADE OGUNBIYI] [FREYA BARROS],120253137159570281,[AFS] [F3] [TEMILADE OGUNBIYI] V5,0,0,0,0,,0,,,,2,0,,
2026-07-25,c 02,1016004138069912,120253137172780281,[E4] [MKUKER] [AFS] [F3] [BOITUMELO SEABI] [FREYA BARROS],120253137172840281,[AFS] [F3] [BOITUMELO SEABI] V1,0.68,369,369,1,1.84,22,5.9621,7.5881,0.0309,23,0.0296,PAUSED,1
2026-07-25,c 02,1016004138069912,120253137172780281,[E4] [MKUKER] [AFS] [F3] [BOITUMELO SEABI] [FREYA BARROS],120253137204850281,[AFS] [F3] [BOITUMELO SEABI] V2,0.99,801,801,1,1.24,187,23.3458,27.4657,0.0053,110,0.009,CAMPAIGN_PAUSED,1
2026-07-25,c 02,1016004138069912,120253137172780281,[E4] [MKUKER] [AFS] [F3] [BOITUMELO SEABI] [FREYA BARROS],120253137209500281,[AFS] [F3] [BOITUMELO SEABI] V3,1.17,658,645,1.0202,1.78,88,13.3739,18.3891,0.0133,66,0.0177,PAUSED,1
2026-07-25,c 02,1016004138069912,120253137172780281,[E4] [MKUKER] [AFS] [F3] [BOITUMELO SEABI] [FREYA BARROS],120253137215430281,[AFS] [F3] [BOITUMELO SEABI] V4,1.1,435,435,1,2.53,22,5.0575,10.8046,0.05,44,0.025,CAMPAIGN_PAUSED,1
2026-07-25,c 02,1016004138069912,120253137172780281,[E4] [MKUKER] [AFS] [F3] [BOITUMELO SEABI] [FREYA BARROS],120253137221200281,[AFS] [F3] [BOITUMELO SEABI] V5,0.58,435,435,1,1.33,35,8.046,10.1149,0.0166,50,0.0116,PAUSED,1
2026-07-25,c 02,1016004138069912,120253137172780281,[E4] [MKUKER] [AFS] [F3] [BOITUMELO SEABI] [FREYA BARROS],120253137226520281,[AFS] [F3] [BOITUMELO SEABI] V6,0.6,403,396,1.0177,1.49,20,4.9628,6.6998,0.03,26,0.0231,PAUSED,1
2026-07-25,c 02,1016004138069912,120253138463510281,[E5] [MKUKER] [AFS] [F3] [DAMILOLA ADEWALE] [LUARA TAVARES],120253138463570281,[AFS] [F3] [DAMILOLA ADEWALE] V1,0.61,377,374,1.008,1.62,27,7.1618,8.4881,0.0226,28,0.0218,PAUSED,1
2026-07-25,c 02,1016004138069912,120253138463510281,[E5] [MKUKER] [AFS] [F3] [DAMILOLA ADEWALE] [LUARA TAVARES],120253138571220281,[AFS] [F3] [DAMILOLA ADEWALE] V2,0.62,424,413,1.0266,1.46,61,14.3868,16.5094,0.0102,85,0.0073,PAUSED,1
2026-07-25,c 02,1016004138069912,120253138463510281,[E5] [MKUKER] [AFS] [F3] [DAMILOLA ADEWALE] [LUARA TAVARES],120253138575670281,[AFS] [F3] [DAMILOLA ADEWALE] V3,1.26,526,526,1,2.4,50,9.5057,11.9772,0.0252,46,0.0274,PAUSED,1
2026-07-25,c 02,1016004138069912,120253138463510281,[E5] [MKUKER] [AFS] [F3] [DAMILOLA ADEWALE] [LUARA TAVARES],120253138581950281,[AFS] [F3] [DAMILOLA ADEWALE] V4,0.7,355,333,1.0661,1.97,41,11.5493,15.2113,0.0171,45,0.0156,PAUSED,1
2026-07-25,c 02,1016004138069912,120253138463510281,[E5] [MKUKER] [AFS] [F3] [DAMILOLA ADEWALE] [LUARA TAVARES],120253138584190281,[AFS] [F3] [DAMILOLA ADEWALE] V5,1.07,492,481,1.0229,2.17,50,10.1626,13.8211,0.0214,33,0.0324,PAUSED,1
2026-07-25,c 02,1016004138069912,120253138463510281,[E5] [MKUKER] [AFS] [F3] [DAMILOLA ADEWALE] [LUARA TAVARES],120253138587130281,[AFS] [F3] [DAMILOLA ADEWALE] V6,0.66,422,418,1.0096,1.56,38,9.0047,14.218,0.0174,44,0.015,PAUSED,1
2026-07-25,c 02,1016004138069912,120253138672250281,[PAG BANIDA] [E5] [MKUKER] [AFS] [F3] [KIKELOMO BAKARE] [LUARA TAVARES],120253138672320281,[AFS] [F3] [KIKELOMO BAKARE] V1,0.56,271,264,1.0265,2.07,30,11.0701,19.5572,0.0187,25,0.0224,PAUSED,1
2026-07-25,c 02,1016004138069912,120253138672250281,[PAG BANIDA] [E5] [MKUKER] [AFS] [F3] [KIKELOMO BAKARE] [LUARA TAVARES],120253138733630281,[AFS] [F3] [KIKELOMO BAKARE] V2,1.21,780,769,1.0143,1.55,86,11.0256,13.7179,0.0141,65,0.0186,CAMPAIGN_PAUSED,1
2026-07-25,c 02,1016004138069912,120253138672250281,[PAG BANIDA] [E5] [MKUKER] [AFS] [F3] [KIKELOMO BAKARE] [LUARA TAVARES],120253138736470281,[AFS] [F3] [KIKELOMO BAKARE] V3,0.66,238,237,1.0042,2.77,24,10.084,11.7647,0.0275,24,0.0275,PAUSED,1
2026-07-25,c 02,1016004138069912,120253138672250281,[PAG BANIDA] [E5] [MKUKER] [AFS] [F3] [KIKELOMO BAKARE] [LUARA TAVARES],120253138745550281,[AFS] [F3] [KIKELOMO BAKARE] V4,0.62,324,324,1,1.91,37,11.4198,21.6049,0.0168,65,0.0095,PAUSED,1
2026-07-25,c 02,1016004138069912,120253138672250281,[PAG BANIDA] [E5] [MKUKER] [AFS] [F3] [KIKELOMO BAKARE] [LUARA TAVARES],120253138749420281,[AFS] [F3] [KIKELOMO BAKARE] V5,0.61,215,214,1.0047,2.84,13,6.0465,13.9535,0.0469,21,0.029,PAUSED,1
2026-07-25,c 02,1016004138069912,120253138672250281,[PAG BANIDA] [E5] [MKUKER] [AFS] [F3] [KIKELOMO BAKARE] [LUARA TAVARES],120253138753460281,[AFS] [F3] [KIKELOMO BAKARE] V6,0.63,273,269,1.0149,2.31,18,6.5934,9.8901,0.035,41,0.0154,PAUSED,1
2026-07-25,c 02,1016004138069912,120253138766230281,[E5] [MKUKER] [AFS] [F3] [TOLULOPE ADEBAYO] [LUARA TAVARES],120253138766290281,[AFS] [F3] [TOLULOPE ADEBAYO] V1,0.59,270,267,1.0112,2.19,17,6.2963,7.037,0.0347,25,0.0236,PAUSED,1
2026-07-25,c 02,1016004138069912,120253138766230281,[E5] [MKUKER] [AFS] [F3] [TOLULOPE ADEBAYO] [LUARA TAVARES],120253138878630281,[AFS] [F3] [TOLULOPE ADEBAYO] V2,0.64,302,292,1.0342,2.12,19,6.2914,10.9272,0.0337,27,0.0237,PAUSED,1
2026-07-25,c 02,1016004138069912,120253138766230281,[E5] [MKUKER] [AFS] [F3] [TOLULOPE ADEBAYO] [LUARA TAVARES],120253138906100281,[AFS] [F3] [TOLULOPE ADEBAYO] V3,0.68,344,341,1.0088,1.98,80,23.2558,27.907,0.0085,55,0.0124,PAUSED,1
2026-07-25,c 02,1016004138069912,120253138766230281,[E5] [MKUKER] [AFS] [F3] [TOLULOPE ADEBAYO] [LUARA TAVARES],120253138919620281,[AFS] [F3] [TOLULOPE ADEBAYO] V4,0.7,360,352,1.0227,1.94,31,8.6111,15.2778,0.0226,55,0.0127,PAUSED,1
2026-07-25,c 02,1016004138069912,120253138766230281,[E5] [MKUKER] [AFS] [F3] [TOLULOPE ADEBAYO] [LUARA TAVARES],120253138933900281,[AFS] [F3] [TOLULOPE ADEBAYO] V5,0.95,785,776,1.0116,1.21,172,21.9108,25.3503,0.0055,108,0.0088,CAMPAIGN_PAUSED,1
2026-07-25,c 02,1016004138069912,120253138766230281,[E5] [MKUKER] [AFS] [F3] [TOLULOPE ADEBAYO] [LUARA TAVARES],120253138944340281,[AFS] [F3] [TOLULOPE ADEBAYO] V6,0.73,457,449,1.0178,1.6,35,7.6586,9.8468,0.0209,37,0.0197,PAUSED,1
2026-07-25,c 02,1016004138069912,120253141376060281,[E3] [MKUKER] [AFS] [F3] [PRECIOUS NCUBE] [BRUNA ALVES],120253141376140281,[AFS] [F3] [PRECIOUS NCUBE] V1,0.59,165,164,1.0061,3.58,14,8.4848,8.4848,0.0421,14,0.0421,PAUSED,1
2026-07-25,c 02,1016004138069912,120253141376060281,[E3] [MKUKER] [AFS] [F3] [PRECIOUS NCUBE] [BRUNA ALVES],120253141499830281,[AFS] [F3] [PRECIOUS NCUBE] V2,1.1,756,746,1.0134,1.46,31,4.1005,5.8201,0.0355,41,0.0268,CAMPAIGN_PAUSED,1
2026-07-25,c 02,1016004138069912,120253141376060281,[E3] [MKUKER] [AFS] [F3] [PRECIOUS NCUBE] [BRUNA ALVES],120253141501720281,[AFS] [F3] [PRECIOUS NCUBE] V3,0.96,563,561,1.0036,1.71,30,5.3286,7.9929,0.032,42,0.0229,PAUSED,1
2026-07-25,c 02,1016004138069912,120253141376060281,[E3] [MKUKER] [AFS] [F3] [PRECIOUS NCUBE] [BRUNA ALVES],120253141502670281,[AFS] [F3] [PRECIOUS NCUBE] V4,0.67,209,209,1,3.21,9,4.3062,4.7847,0.0744,18,0.0372,PAUSED,1
2026-07-25,c 02,1016004138069912,120253141376060281,[E3] [MKUKER] [AFS] [F3] [PRECIOUS NCUBE] [BRUNA ALVES],120253141504530281,[AFS] [F3] [PRECIOUS NCUBE] V5,0.57,304,304,1,1.88,14,4.6053,5.2632,0.0407,22,0.0259,PAUSED,1
2026-07-25,c 02,1016004138069912,120253141376060281,[E3] [MKUKER] [AFS] [F3] [PRECIOUS NCUBE] [BRUNA ALVES],120253141509190281,[AFS] [F3] [PRECIOUS NCUBE] V6,0.63,245,242,1.0124,2.57,18,7.3469,10.6122,0.035,23,0.0274,PAUSED,1
2026-07-25,c 02,1016004138069912,120253141635460281,[E3] [MKUKER] [AFS] [F3] [FAITH MSIMANG] [BRUNA ALVES],120253141635530281,[AFS] [F3] [FAITH MSIMANG] V1,0.52,336,336,1,1.55,25,7.4405,13.0952,0.0208,35,0.0149,PAUSED,1
2026-07-25,c 02,1016004138069912,120253141635460281,[E3] [MKUKER] [AFS] [F3] [FAITH MSIMANG] [BRUNA ALVES],120253141724210281,[AFS] [F3] [FAITH MSIMANG] V2,0.63,285,285,1,2.21,19,6.6667,11.9298,0.0332,29,0.0217,PAUSED,1
2026-07-25,c 02,1016004138069912,120253141635460281,[E3] [MKUKER] [AFS] [F3] [FAITH MSIMANG] [BRUNA ALVES],120253141733960281,[AFS] [F3] [FAITH MSIMANG] V3,0.66,283,277,1.0217,2.33,36,12.7208,15.5477,0.0183,23,0.0287,PAUSED,1
2026-07-25,c 02,1016004138069912,120253141635460281,[E3] [MKUKER] [AFS] [F3] [FAITH MSIMANG] [BRUNA ALVES],120253141747920281,[AFS] [F3] [FAITH MSIMANG] V4,1.05,1289,1260,1.023,0.81,82,6.3615,6.2839,0.0128,84,0.0125,CAMPAIGN_PAUSED,1
2026-07-25,c 02,1016004138069912,120253141635460281,[E3] [MKUKER] [AFS] [F3] [FAITH MSIMANG] [BRUNA ALVES],120253141780200281,[AFS] [F3] [FAITH MSIMANG] V5,1.24,1024,1024,1,1.21,77,7.5195,7.9102,0.0161,76,0.0163,CAMPAIGN_PAUSED,1
2026-07-25,c 02,1016004138069912,120253141635460281,[E3] [MKUKER] [AFS] [F3] [FAITH MSIMANG] [BRUNA ALVES],120253141807020281,[AFS] [F3] [FAITH MSIMANG] V6,0.7,289,289,1,2.42,14,4.8443,5.8824,0.05,15,0.0467,PAUSED,1
2026-07-25,c 02,1016004138069912,120253141863550281,[E3] [MKUKER] [AFS] [F3] [MARTHA MHLONGO] [BRUNA ALVES],120253141863660281,[AFS] [F3] [MARTHA MHLONGO] V1,0.53,339,339,1,1.56,37,10.9145,16.5192,0.0143,38,0.0139,PAUSED,1
2026-07-25,c 02,1016004138069912,120253141863550281,[E3] [MKUKER] [AFS] [F3] [MARTHA MHLONGO] [BRUNA ALVES],120253141934410281,[AFS] [F3] [MARTHA MHLONGO] V2,0.62,548,548,1,1.13,24,4.3796,7.2993,0.0258,41,0.0151,PAUSED,1
2026-07-25,c 02,1016004138069912,120253141863550281,[E3] [MKUKER] [AFS] [F3] [MARTHA MHLONGO] [BRUNA ALVES],120253141937270281,[AFS] [F3] [MARTHA MHLONGO] V3,0.67,245,242,1.0124,2.73,18,7.3469,8.1633,0.0372,21,0.0319,PAUSED,1
2026-07-25,c 02,1016004138069912,120253141863550281,[E3] [MKUKER] [AFS] [F3] [MARTHA MHLONGO] [BRUNA ALVES],120253141941400281,[AFS] [F3] [MARTHA MHLONGO] V4,0.52,309,301,1.0266,1.68,40,12.945,23.301,0.013,65,0.008,PAUSED,1
2026-07-25,c 02,1016004138069912,120253141863550281,[E3] [MKUKER] [AFS] [F3] [MARTHA MHLONGO] [BRUNA ALVES],120253141945370281,[AFS] [F3] [MARTHA MHLONGO] V5,1.02,866,857,1.0105,1.18,95,10.97,16.1663,0.0107,102,0.01,CAMPAIGN_PAUSED,1
2026-07-25,c 02,1016004138069912,120253141863550281,[E3] [MKUKER] [AFS] [F3] [MARTHA MHLONGO] [BRUNA ALVES],120253141950760281,[AFS] [F3] [MARTHA MHLONGO] V6,0.62,335,333,1.006,1.85,30,8.9552,15.2239,0.0207,40,0.0155,PAUSED,1
